text,airline_sentiment
@SouthwestAir    Promotion e-mail today (Vegas and Jamaica) has a defective link for the Vegas sweepstakes...it times out with error.,negative
@americanair Not surprised that you were the Fastest Responding US Brand on Twitter for Q2 + Q3 2014. Also 10th fastest in the world in Q3,positive
@JetBlue thanks. Line moved quick. Already done.,positive
Welllllll.... RT @JetBlue: Our fleet's on fleek. http://t.co/dHHomG2kiX,neutral
@USAirways or is anyone even responding to social media? AWFUL.,negative
@AmericanAir 767 seconds from touchdown at Madrid airport in April 2013 #AvGeek http://t.co/1yWXRfn0Gr,neutral
"@VirginAmerica, you're doing a great job adding little luxuries/aesthetics that improve the air travel experience. Thank you. Keep it up!",positive
@united when an airline causes the missed connection u would think they would take whatever steps to remedy that screw up.,negative
@united I want a hotel room and a whiskey.,neutral
@AmericanAir is profiting in the billions and throwing crap at the people who put them there. American is a hurting brand,negative
@united I have to go back home! I have to use what the company has available. But it's unfair to stay more than 24 h traveling,negative
"@united Cancelled Flights your flight then sends you an email saying ""think about your next flight..."" #customer #outrage http://t.co/KkwiwI97A4",negative
@VirginAmerica nervous about my flight from DC to LAX getting Cancelled Flightled tomorrow! Just sent you a DM to help me!,neutral
@united from MEX NRT (dates TBD) but I'm getting a 200 to 300 USD difference in my quotations through September when compared to MEX BKK,negative
@united The first time I flew United was horrible thought I would give you a second chance. There will NOT be a third! #disgruntled,negative
@united lost bag on next flight. Didn't have time to load during the 5 hour delay?Consequence from platinum to gold,negative
"@USAirways sorry, I meant flight 4420, which was supposed to depart at 5:00, now says 6:30. What is the issue?",negative
@united sent DM's,neutral
@united you phone customer service team is bad. Think it is time for me to consider switching airlines.,negative
@SouthwestAir got it.  Next time I will know about paying extra to make the A Line.,neutral
@USAirways dealing w fam emergency. Was told was rebooked this am to AA flight 4297 out of ORD and now it's not in system. Need help ASAP.,negative
@AmericanAir my boss is :),positive
@SouthwestAir 20 minutes on hold waiting is ridiculous......,negative
@AmericanAir my bags were checked through to Cancelled Flightled flight 362. When will they arrive in MKE? Not much help from grnd staff. Havoc in DFW,negative
@JetBlue Statement on #Lufthansa Incentive Offer - Digital Journal http://t.co/GqP69g9ZGW,neutral
@united has an United flight ever been on time. #americanisbetter,negative
@united the lounge tells us they have no pillows for my grandma as one of the ladies opens the closet and I see 2 right there. #unitedlies,negative
@USAirways download jeokoo the American app for air travelers,neutral
@SouthwestAir had a great LA flight with Clarence and Frank! Those 2 guys are a hoot! 😜😂 thanks,positive
@SouthwestAir a week after Valentines day..not feeling the #LUV. Going on 11 hrs @BWI and don't my bags aren't even coming w me.,negative
@USAirways @AmericanAir u are the worst airline ever figure out the merger #dontmakemegooutside,negative
@united I tried but no one was available in bogota and everyone was rude in Houston. I was stuck for 35 hours because of you guys,negative
"@AmericanAir @USAirways if this is how your merger is going to go, you fail! Huge probls w/comm on DFW storm. Cxld rtrn flts. NOT COOL!!!",negative
@USAirways we haven't departed yet so let's not get too high hopes.  But everything has been on schedule so far,positive
@JetBlue ask @j_beatz247 but I teach marketing at a university and will gladly consult on customer service and how NOT to treat passengers.,negative
@VirginAmerica started my flight with a scolding for using an overhead bin that was then offered to the person seated next to me.,negative
@JetBlue Hi. I'm trying to find a flight to the Middle East.,neutral
@AmericanAir im tryin to book a flight but cant get ahold of anyone!,negative
@SouthwestAir is my favorite airlines. I've never had issues with them. Plus there crew is entertaining.,positive
@united I've been doing this for 15 years and I've never had this many issues with any other airline.,negative
"Thank you United! “@united: @dan_roam That's a beautiful place to stay a day longer. Have you been re-booked? If not, let me know. ^MN”",positive
@SouthwestAir beyond ready,positive
@united leadership counts. landed at 11:15 last night-deplaned at 12:40. 45 minutes of that was waiting for the jetway. Inexcusable,negative
@AmericanAir  MY FLIGHT #2962 OUT OF CLL @ 0600 WON'T LET ME CHECK IN. PLEASE HELP. #IMPORTANTFLIGHT,negative
@AmericanAir You Cancelled Flight my flight and there’s no way to rebook on the website or app? I have to wait 35 minutes on hold? #fail cc @Delta,negative
@united The Opal Dragon book The Dragon (ALI) has woven his murdering ways from the Philippines to Australia http://t.co/N2fvElcYgz,neutral
@united - SERIOUSLY it's 2015?!?!  NO WiFi on a 5hr flight from CLE-SFO #1589.  You're the ONLY airline w/out WiFi...and pls no 'unwind' BS.,negative
"@united I mean, your employees were really nice as I literally sobbed?",negative
@SouthwestAir looking for cheap flight to vegas,neutral
@united I hope you lose the next govt contract,negative
"@SouthwestAir quick question - i bought wifi for my phone, do I have to buy it again on my tablet? I have 9 hours left on my trip",neutral
"@united can't DM, you're not following. LLY144. Rebooked on #UA1516 but still need seats.",negative
"@USAirways Yep, except this delay was due to a hasty and unwise decision to pushback other plane before the plows were done. #fail.",negative
@AmericanAir we knew it was not going to leave but we had 6 hours waiting... that was the hurry..,negative
@united:  thanks for the miserable trip GNV&lt;&lt;&lt;FSD on 2.19-2.21.,negative
"@JetBlue Another awesome telephone experience with @JetBlue Thank you, Cory! #Greatcustomerservice✈☺",positive
@AmericanAir ....I am on attempt #6 and hour #10 of calling and being put on hold.  Not feeling confident that I will ever get through...,negative
@AmericanAir @ArminRosen @ggreenwald Tell that piece of shit to get fucked... I'll fly exclusively with you for life...,negative
"@united yes #LHRT2 lounge is fantastic, if only the US ones could be remotely similar!",positive
@SouthwestAir Love Southwest. You guys have been good to me! http://t.co/X4tDY84dBH,positive
@SouthwestAir you know I ❤️you but trying my patience - had easier cheaper ways from TPA to PDX but stuck w u. Turned my 3 hrs in MCI to 6,negative
@JetBlue when your flights delayed :)))&gt;&gt;&gt;,negative
"@AmericanAir flight from PHL to Austin Cancelled Flighted, headed to Houston, delayed, now have to pay to rent a car and drive 3 hrs to Austin",negative
@united Thanks...seat made for a 6 year old and a broken TV. 20 flights/year...my last on your airline.,negative
"@USAirways I didn't Cancelled Flight my flight, you did. Than you loved me to another flight and forgot my bags",negative
@SouthwestAir Do you anticipate any Cancelled Flightlations for flights out of Nashville tomorrow? Thank you!,neutral
@AmericanAir that's 16+ extra hours of travel time. Missed vacation time and now you guys are messing with my professional life.,negative
@united why haven't you updated that flight 4411 is delayed? Super frustrating,negative
@USAirways thanks to the whole team for an on-time flight despite inclement weather http://t.co/eQePkkPSXM,positive
@united I did not.  That's why I am VERY concerned.,neutral
@USAirways any update on this flight?It's more than three hours delayed. Thank you.,negative
@USAirways I just hope that pilot had a good day off,neutral
@USAirways thank you so much for asking us to pay $700 to switch to a different flight so I could spend more time with my dying nephew.,negative
"@united Thanks, ^KP. Please also mention the Quiche breakfast and Tandoori chicken dinner entrees and accompaniments are truly First Class.",positive
@AmericanAir Thank you.....you do the same!!,positive
@USAirways  nothing was available. Male flight crew was not nice/dismissive. Big guy was standby and probably didn't even pay.,negative
@JetBlue I can't pay 30 bucks xD,neutral
"@JetBlue messaged you, thanks",positive
@JetBlue well duh. My grandfather just got hired as a TSA agent and currently at PWM!,neutral
@JetBlue do you have mint service from NYC to San Diego?,neutral
@united it will be on a different airline.,negative
"@USAirways  I open the credit card and earn 44,000+ miles, and you wont' credit the miles to my account to restore the forfeited miles",negative
@USAirways what are the odds you can get me on a flight with delta so I can actually get to Orlando today?? #2daysLate Flight,neutral
@USAirways trying to book award travel leaving on red-eye Sunday night after midnight. Should I book the date in Sunday or Monday?,neutral
"@USAirways Priorities should have been made. Considering a pending snow storm, why delay a flight for an hour &amp; a half? I'd like an answer.",negative
"@AmericanAir and @CVGairport get it together, perfect combination for delays and Cancelled Flightlations",neutral
"@united In 2015, United is ""unable"" to look up a flight reservation by passenger name at the YYZ check-in counter - WOW smh #customerservice",negative
@VirginAmerica I requested a mileage challenge for status several weeks ago online but haven't heard back. How do I get help with this?,negative
"@AmericanAir I'd like to apologize to the gate agent for flight AA76, I was not aware that zone 1 was after the nine other precious gems.",neutral
@united patiently drinking and tweeting about my experience,neutral
@united I assume that would be for the other 300 people who have been let down by United? What's worse is plane is here but crew can't fly!!,negative
@SouthwestAir I will never choose @USAirways over you again! #getmeoffthisbird,negative
@united its available online I just can't figure out how to do it to guarantee same flight,neutral
"@JetBlue I have a internal bleed in my foot, and I am flying next Tuesday, what should I. Do :( these. Leeds come randomly. I",neutral
"@JetBlue Didn't find out my flight for NY, scheduled to leave at 9:30pm, is delayed by more than 1.5hrs until AFTER checking in. Huge fail.",negative
"@united Broken entertainment system on my 8 hour NYC flight, terrible cabin crew service and online complaint form won't work #hopeless",negative
@united KN: not allowing me to bypass the receipt # on the refund request form. Never received receipt email. charged http://t.co/Cju102xP2k,negative
"@VirginAmerica help, left expensive headphones on flight 89 IAD to LAX today. Seat 2A. No one answering L&amp;F number at LAX!",negative
"@AmericanAir I fail to see how telling a caller that a bag may take ""18 hours"" to get from JFK to Brooklyn is ""the best we can""",negative
"@AmericanAir Hahaha.... ""Meanwhile in Russia....""",neutral
@united why would you overnight my bag Wed to an unknown location with a courier company you apparently can't contact!,negative
@USAirways Your system is affected by the weather?,negative
@USAirways so far I've gotten six different answers,negative
@USAirways  I have 3 times and no one has been able to help me out,negative
@JetBlue why don't YOU tell them to update the boards?!,negative
@united I'm a UA 1k. I think it's @iamtedking who was looking for help,neutral
@JetBlue thanks to O StBernard for taking time to read through page to find info as supervisor felt to insist tho I showed previous comm,positive
@JetBlue Think about it...boarding to a chill untz untz untz....like this http://t.co/lj2lARivE0...,neutral
@SouthwestAir is there a way to know who checked my bag on the curb? She was awesome!!! And want to be sure she gets a high five!,positive
@VirginAmerica Congrats on winning the @Travelzoo award for Best Deals from an Airline (US) http://t.co/kj1iljaebV,positive
@JetBlue Can I bring a compact folding chair like this in a checked bag? http://t.co/9nivw9ftZw,neutral
@SouthwestAir your employees at BWI have been amazing!,positive
@united I had the worst customer experience at Houston intl airport... Your ground support even for @staralliance members is a nightmare,negative
"@southwestair is your companion pass broken today? 
purchase.error.INVALID_LOYALTY_MEMBER_ACCOUNT_STATUS (SW900001-vyiL1XKlROG24fS-918j_A)",neutral
@USAirways From here on out when I can at all I'm flying @Delta. Since when is a plane getting stuck in a drift for 2 hours a weather issue?,negative
@JetBlue when are you going to get wifi on your planes?,neutral
@JetBlue wants Customs at Long Beach Airport for future international flights. By @EricBradleyPT http://t.co/J6Hb4JDvER cc: @BrianSumers,neutral
"@SouthwestAir standing in Las Vegas and our flight says on time, but reps are telling us that all flights to Denver are Cancelled Flightled. HELP",negative
@USAirways honest question - how is a 1-way ticket from Charlotte (your hub) to LAX (2nd biggest city in USA) almost $600?????,negative
@united Ha… you rebooked me in to an 11 hr layover &amp; are robbing me of a night with my family. Too Late Flight for that. Just fly on time for once.,negative
@united @parryaftab done thnx,positive
@USAirways Need to talk to a person about my bag. Waiting on hold for two hours. Bag s!b delivered last night. Online says not found.,negative
@JetBlue what gives? Delayed over 2 hours at MCO to JFK. Every time!,negative
"@SouthwestAir, I really appreciate you all's #BHM commercial that aired today during @BET's #BookofNegroes",positive
@JetBlue going to San Juan!,neutral
@AmericanAir is it right to provide faulty seats on flights plus damage a $350 bag and not replace and shrug the damage off? Flights from...,negative
@AmericanAir Your customer relations dept has one-way e-mail. How is not allowing responses helpful?,negative
@united I am a comedian and I promise I will make fun of you on stage tonight.,negative
@united the long wait was the icing on the cake. Why don't you fix your reservation system so the confirm # doesn't get changed mid-travel,negative
@AmericanAir I am going to keep these tweets coming till AA does something...which I know is nothing..hoping I go way...not likely.,negative
@SouthwestAir We've been sitting at the gate for two hours waiting for bags to be loaded... I'm telling Herb.,negative
@jetblue is giving me false hope of ever getting home,negative
@SouthwestAir iPhone App Adds Passbook Support #Airlines #Travel http://t.co/lJzDTHD9Bv,neutral
@AmericanAir what's the status of flight 1357 out of sju?,neutral
@united also why can't I pre-select seats on SFO-&gt;YYZ flight? I'm a Canadian Flight Booking Problems on http://t.co/aZltJhf7lv.,negative
@AmericanAir Why is your cover photo of TWA? Just wondering.,neutral
"@AmericanAir Well if you won't let me handle my reservation/change online, &amp; your Reservation call # hangs up on me wtf do I do?? Bullshit.",negative
@USAirways my wife left her phone on flight AWE474 on Friday February 20th upon landing in Minneapolis. How can we get it back? Thanks!,neutral
@AmericanAir  it's not cool that my flight was Cancelled Flightled after sitting on the plane for over an hour. 👎😡✈️ #notahappycustomer #leavingtomm,negative
@SouthwestAir trying to rebook flight. On hold for 23 mins before disconnected and now almost 40 mins? Unbelievable. http://t.co/0BJNz4EIX5,negative
"@AmericanAir Your AA3465 staff are refusing to allow a woman to board. She was here at 8 for 8:16 departure. Sign still ""Now Boarding""...",negative
@SouthwestAir New marketing song? https://t.co/F2LFULCbQ7 let us know what you think? http://t.co/iQnVyFPg4P,neutral
"@united I'm in Denver, my bag is in San Jose. See something wrong here.",negative
@AmericanAir my mom tried also. That wasn't the reason they wouldn't change it. Y'all literally said that you'd rather have an empty seat.,negative
@SouthwestAir sadly didn't get much help ... As a travel agent this is so disappointing to me.,negative
@AmericanAir I remained on hold for 2 hrs to resolve my flight schedule &amp; your system hung up on me. #unhappycustomer,negative
@JetBlue That's not what I heard. Weather was fine this morning. Flight 136 was circling for some time.Someone forgot to clean the runway.,negative
@AmericanAir  Yes I do bit you don't follow me so I can't DM you,neutral
@united just dropped bags at Newark. Your desk guy was the rudest customer facing person I have met. Even my two children were shocked!,negative
@AmericanAir and it's not a inconvenience it is a disaster. It's A $500 phone bill from you that you refuse to pay,negative
@USAirways I made a reservation online but I didn't receive any confirmation email. My bank said the transaction went through. Can u help?,negative
@USAirways a big thanks to the gate agent flt5127..keeping us informed of the delay#greatcustomerservice,positive
@VirginAmerica thanks for the free birthday points! y'all are ALL RIGHT with me!,positive
@united screws up again...to be expected! NEVER AGAIN!,negative
@AmericanAir you set a schedule try and keep it !!! #AAALWAYSLate Flight,neutral
@SouthwestAir I never got my flight confirmation. I've been on hold for an hour and I can't get info online. What am I to do?,neutral
@JetBlue I'd go to Australia to enjoy the land down under! Always been on my bucket list! #FlyingItForward,neutral
@United Can you increase the legroom? : How airlines compare http://t.co/diUfep8n2q via @CNNMoney,negative
"@USAirways has no idea what customer service means.  As the customer, if you mess up my plans, don't treat me like its no big deal!",negative
@AmericanAir ah if only we could get through. We've tried for over 2 hrs. Can we call @united?,negative
@SouthwestAir loses baggage a day ago and still has no idea or interest in finding it? ALL items for new job in that bag! Unacceptable.,negative
@AmericanAir I need a flight out tonight. Isn't there anything else?,negative
"@united Awesome flight crew on UA1589, re the plane,  the  Jurassic period called and they want their dinosaur/plane back!",negative
@united Airline SUCKS! Customer Service SUCKS! NO courtesy! Incompetent - passengers do NOT matter- Bet the CEO is just doing fine though!,negative
"@AmericanAir there's a lot of talks and no doing. 
MIA-SFO on a 20+ year old plane #nonewplanes #old #shame http://t.co/TwETPXUpPN",negative
@USAirways I got up at 2 am for a 5 am flight from bos to Charlotte which I found was Cancelled Flightled once I got to the gate (1),negative
@AmericanAir thx for nothing on getting us out of the country and back to US. Broken plane? Come on. Get another one.,negative
@SouthwestAir when can I start Flight Booking Problems for next years super bowl time? 😩#help,neutral
@united thanks,positive
@AmericanAir @MurphyJulie it took them 6 hours to call me back. Then it disconnected twice. 😢 I'll never get back to work,negative
@AmericanAir thanks,positive
@VirginAmerica you have amazing staff &amp; super helpful as I just ran the @WaltDisneyWorld #PrincessHalf they have spoiled me with comfort!!!,positive
@AmericanAir @superyan I did hear a last call for boarding of this flight when I was at JFK a few hours ago. good luck w/flights!,neutral
@USAirways no problem...just funny have a nice day,neutral
"@USAirways sorry, we are in Philly. Should've told you that.",neutral
@united thank you for listening to my compliant and doing the right thing. I appreciate you working with me,positive
"@SouthwestAir 
How do I get a companion pass??? Thanks,  Lin S",neutral
@AmericanAir @beantownmatty Sounds like a date!,positive
@SouthwestAir Thank you.,neutral
@USAirways thanks for nothing,negative
@united @staralliance Now do the right thing and reinstate the tickets you voided #UnitedFail,negative
@united the staff was rather efficient and got us solutions just freaked me out a little being in limbo in the air.,positive
@USAirways I've been on hold for 41min. Just trying to change my reservation.,negative
@united can you get me to okc from Sacramento today. Dfw is now closed,neutral
@united u guys did it again changed ages and double booked seats so I had to I've even though I have platinum and the other person none,negative
@AmericanAir @dfwairport me too!!  LOVE LIVING SO CLOSE SO I ALWAYS HAVE GREAT VIEWS!,positive
@USAirways. R U aware your wait time to talk to a sales agent is always 30-60 minutes? Unacceptable. At least employ a call back feature!,negative
@AmericanAir probs the worst customer service ever. Replied to complaint I submitted 6 weeks ago bout damaged bag... Not even replacing it!,negative
@AmericanAir lovely flight back from MIA to LHR - great crew - thanks :-)),positive
@USAirways I certainly understand the hold delays for WX reschedules - I've been on for 2hr15min - do you have an estimated wait time?,negative
@USAirways Not happy with start of trip!  Cancelled Flightled flight #poor customerservice,negative
@JetBlue my butt hurts.,negative
@united When are you coming back to @IFlyOAKland? You have a huge East Bay customer base due to SFO and *I* miss you!,positive
@united I was just calling the Global Services help desk so via phone.,neutral
@VirginAmerica you have the absolute best team and customer service ever.  Every time I fly with you I'm delighted.  Thank you!,positive
"@united Thanks! LOL! #UA6259 will wait for us. Per @flightaware, same tail number as #UA5525 :)",positive
@SouthwestAir I hope you're happy! You have officially become the next @AmericanAir #ProfitBeforePeople IMO you will be bankrupt by 2020,negative
"@AmericanAir pretty impressed with the in flight entertainment. Full touch, usable, smooth, good selection.",positive
@united Why have you never held a plane for me? #HourDelay #MultipleDoorOpeningAndClosing #DangerOfGettingSnowedIn,negative
@SouthwestAir Your onboard wifi is so bad it's taking me 20 minutes to send this tweet.  Working is off the table. #disappointed,negative
@JetBlue awe you guys are great can't wait to travel with you again soon!!!,positive
@USAirways you guys straight up suck ass,negative
"@AmericanAir ""We'll drop off your luggage 24 hours after your flight"" is ridiculous.",negative
@JetBlue Our non-profit ARC would love tickets as we rely on airlines for extractions in saving abducted children and returning them Home!,neutral
"@United will not have to honor absurdly low mistake fares.
http://t.co/2Z3Jv73IlW vía @usatoday",neutral
@SouthwestAir go south everyone,neutral
@JetBlue I digg it!,neutral
@USAirways flight is already over. I think the airline should just have the flight attendants actually emphasize that VAPE is still smoking,negative
@AmericanAir I DM'd you. Anything you can do?,negative
"@USAirways I did, but i need to get a human being. What's the fastest way to achieve this? All I get is a computer.",negative
@VirginAmerica I need you to follow back in order to DM.,neutral
@USAirways spoke with your reps in NH and PA. Very poor communications. Bags still sitting in Philly. TRAIN YOUR STAFF,negative
"@united It wasn't full, I had plenty of time to go to the gate and check, plus with my status I should have gotten on!?!",negative
@JetBlue im still waiting??? No answer!!,negative
@JetBlue no excuse though for 3 gate changes though.,negative
@AmericanAir thank you,positive
@USAirways that's why u guys are my #1 choice.,positive
@AmericanAir will not let me reuse my ticket.  Thus I have booked my vacation with Delta!  Never flying on American again......,negative
"@VirginAmerica yes, nearly every time I fly VX this “ear worm” won’t go away :)",positive
@USAirways is utterly unreliable! They didn't schedule a pilot for their US624 flight out of Seattle - flights are delayed #usairwaysfail,negative
"@united you failed me last week at IAH. Next intl trip on Delta. Small ual flight from lax booked, that's it!",negative
@SouthwestAir thank you! DMing now.,positive
@JetBlue I clear that folder regularly and JetBlue is white listed so it never got to me.,neutral
"@VirginAmerica I just did, how can I DM? Do u have to also add me?",neutral
@AmericanAir spoke too soon. 30 min Late Flightr still waiting for bags to load. Some sympathy would be appreciated at the very least.,negative
"@SouthwestAir trying to change my reservation, been on hold for 45 minutes, and can't do it online-was directed to call. Help?",negative
@AmericanAir In car gng to DFW. Pulled over 1hr ago - very icy roads. On-hold with AA since 1hr. Can't reach arpt for AA2450. Wat 2 do?,negative
@SouthwestAir u texted that my flight from Denver to SD tmrw is Cancelled Flightled? Been on hold for an hour trying to get help. Any other flights?,negative
@usairways Trying to go Nashville to London and just have no idea when would be a good time to fly out of Nashville right now. @AmericanAir,neutral
@USAirways hey guys!  Thanks for answering me and thanks for keeping me on hold for an hour on customer service at 12 pm PST!,negative
"@USAirways thanks for the reply. On a good note, the pilot nailed the landing. Seriously. Kudos.",positive
@AmericanAir thanks so much!,positive
@USAirways it's not like I'm trying to leave earlier just for fun. I don't want to get stuck in DC if we have bad weather in RDU.,negative
@JetBlue I am heading to JFK now just on principle alone to deal w my lost &amp; damaged bag. #jetblue #jetbluesucks #jfk #badservice #fail,negative
@JetBlue Is today's JetBlue Flight 918 (NYC-&gt;BOS) delayed? My app says on time and the website says it's not...,negative
"@USAirways you got to be ""F""ing kidding me Usairways, 2hours on hold listening to yall selling loans and Valentine Flowers...SMFH",negative
@VirginAmerica you know it. Need it on my spotify stat #guiltypleasures,positive
@USAirways that is the most useless tweet I've ever seen out of you.,negative
@united yes I have &amp; they're unsure when it would come.This has never happened on any airline and my first time with @united #disappointed,negative
@united time to give up my 1K status and switch to @Delta - you are so terrible I can't even describe.,negative
@AmericanAir arrived in lax from ord flight AA1657 NO LUGGAGE,negative
@SouthwestAir FREE Cable Out of this World Technology and a mans dream come true... FREE and PORTABLE???!!! http://t.co/Qw1til96YA,neutral
@USAirways @British_Airways three hour flight delay. On the phone for 45min and counting.,negative
@JetBlue what's the easiest way to get a ticket receipt? Can I get one at check in or can I get one online? Thanks!,neutral
"@USAirways ur specialist said they would talk to the stewardess about not serving drunks drinks, REALLY how does that help",negative
@AmericanAir Phone just disconnects if you stay on the line. Need to checkout of hotel in 2 hrs &amp; have no place to go. Can't keep calling.,negative
@USAirways @AmericanAir I need to move a reservation due to weather in the middle part of the U.S.  I would like to change departing airport,neutral
@JetBlue do you have any afternoon flights going from BQN to JFK? I only seem to find early morning flights.,neutral
@AmericanAir This doesn't address my issue. I am on hold for 30 min to speak with an agent.,negative
@AmericanAir he is at the Boston airport. There is a problem. The agents will not honor the voucher because one number is rubbed out.,negative
"@united I will do delayed baggage claim when I land. Hopefully the bag isn't broken into, damaged or lost w/c will result in more complaints",negative
.@JetBlue handled @0xjared's question like social media pros. Good practice for when our transportation systems are all run by friendly AIs!,positive
@VirginAmerica can you please have flights in  SJC ? I have no choice but to fly Southwest to Vegas 😩😭,neutral
X____x RT @JetBlue: Our fleet's on fleek. http://t.co/Y39YzDpBvU,neutral
@USAirways F623 DEN:PHX. Serious display of poor customer service exhibited by flight crew today.   #newamericanairline #cheapslogannotmotto,negative
"@USAirways I guess they only respond to compliments. Sorry, can't think@of even ONE.",negative
@USAirways @nanceebing 4 hour hold times at the moment...and counting. #disgrace,negative
"@USAirways I absolutely knew you would try to blame weather to deny us vouchers in Phoenix. Totally false, was a crew issue.",negative
"@JetBlue The 13th Annual Martha's Vineyard African American Film Festival  August 10-15, 2015   Our attendees deserve a great flight to MV??",positive
@VirginAmerica Your planes are really pretty. Just thought u should know that. :),positive
"@USAirways sucks. Delayed my mom's flight 2X, Cancelled Flightled it, delayed her flight again today,all for mech. issues.She had 2 sleep in airport!",negative
@JetBlue shut up an turn on the tvs/music,negative
@united landing in Chicago - saw it once we were already airborne.,neutral
@USAirways flt 5302 CLT to DAY supposed to depart 5:51; the 6:20...still no crew. #schedule/contact the pilot!,negative
"@USAirways been on hold for over an hour, still don't know where my bags are, won't refund me my flight?!?! It wasn't weather!!",negative
@united splitting up my flights quadruples the price,negative
"@AmericanAir your a LIAR, no precipitation all day, 47 degrees, don't pacify, you look like a fool.......thats the problem, admit you suck",negative
@united Would be helpful if you could refresh boarding time info on boarding passes for delayed flights,negative
"@united @TiffanyAndCo @NTrustOpen ah, so that's where the funds to fix the broken plane upon which I sat for 4 hrs on IAH runway went.",negative
@united lets see of we can do this today! Hoping for an on-time dept #dullestostatecollege #runningonthreehoursofsleep #delayedovernight,neutral
"@AmericanAir although you have no control of the weather, you came through with a great customer service",positive
"@AmericanAir @NY_NJairports AA1224: 45 mins for Priority bags to arrive, now Late Flight for evening plans! Delta 20 min bag guarantee anyone? :(",negative
"@SouthwestAir humor aside, we've been stuck on the plane for two hours at the gate because bags can't be loaded correctly. What gives?",negative
"@JetBlue friendly, engaging, personable, handled clarifying questions about baggage fees well, and took an interest in what I was doing.",positive
@AmericanAir none of your sample itineraries can actually be booked http://t.co/mF7rABGn8a Every last leg back to US says invalid,negative
"@AmericanAir I've been trying to get through to reservations since yesterday to make a change to a reservation hold, when will it be up?",negative
@USAirways  you Cancelled Flightled both my flights and refused to give a voucher despite no flights for 2days. @USAirways #neveragain,negative
@united hi.I am still waiting for the refund. This is ridiculous.Or u approve my tickets or u give me a refund.Please advise wht is going on,negative
"@united also, the mere fact that I have to go online to issue a statement vice calling and talking to some directly is one good example.",negative
"As am I, @AmericanAir - but thankfully there was a @united lounge next door. Really not impressed by oneworld partnerships :(",negative
@USAirways at least they make you run so you want yo buy this fresh diet coke...nice bizness plan. Its all about marketing right?,neutral
@SouthwestAir followed.,neutral
@USAirways another squashed flight. Having to share my seat with another passenger is not@my idea of quality travel,negative
@AmericanAir got back eventually! Was a rollercoaster. Once I got to the airport &amp; got to speak to someone things got fixed very quick.,positive
@united @paigeworthy : page United values your tweet b/c it's so rare that they receive tweets complimenting their service...most are fake.,neutral
@USAirways will all flights out of DFW be Cancelled Flightled today?,neutral
@SouthwestAir Every flight flown by me personally(about two round trips per month) is FULL. Still hard to believe. Fly 8 hours thru ATL?NO,negative
@USAirways thank u i wiil write after call  travel agency,neutral
"@united You allow shady 3rd party services to sell your tickets and then refuse to help the customer, who's left holding the bag.
#flyunited",negative
@AmericanAir its not weather thats why i said the other people received hotel rooms while the people at the end of the line did not get them,negative
@USAirways ice cream up front! Solid,positive
@united appreciate the sentiment and you were able to get me off the ground;still missed connection,positive
"@united just curious, when are you going to to finally learn #customerservice ?",negative
"@USAirways I thought about moving a lot of business over too, but first impressions count.. Glad it was miles and not cash.",negative
@AmericanAir are you kidding me?  No one answering calls on reserv line due to high call volume and not even an option to wait.  Brutal,negative
@united #CustomerService #fail long time flyer switching airlines #frustrated,negative
@AmericanAir yeah that's not helping. Having my bag shipped to the correct city the first time probably would have helped.,negative
"@united it should be free like other airlines! Again, it’s not 1997 anymore.",negative
@AmericanAir interested in possibly changing my flight to another day...need to see if there are any fees but your number is busy,negative
"@united DTV doesnt work, pilots Late Flight, wont let 10yr old fly next 2 me and I paid 4 an upgrade. #unitedsucks",negative
@united Trying to change a flight booked just 6 hours ago but online system is charging me $200 fee per passenger... could you please help?,negative
@SouthwestAir- I called @united and they solved the flight Cancelled Flightlation issue in 15minutes. May be ask them how to do it? #getmorehands,negative
@SouthwestAir what do I need to do when TSA pre doesn't show for a flight of mine?,negative
@united as a million mile flier I'm embarrassed to ask how long ago his launched?,neutral
@SouthwestAir you are lucky to have people like Annamarie and Norris at BWI. I hope they get recognized for excellent cust. service,positive
@united awesome new plane flight 1701,positive
"@USAirways 8 hour delay pho-mia, your airline is bad and getting worse, Foolish for american to merge.  You treat your customers like crap",negative
Thanks @SouthwestAir ! #heartlanta,positive
"@united done just now, thanks.",positive
@united 1 refused boarding with Nexus. nexus confirmed she should not be refused,negative
@SouthwestAir oh and now your company has caused us to lose an entire day of our vacation in Cancun. De Boarded waiting for another plane,negative
"@USAirways 1,223.22 of unusable funds. Will not book with you again. #usairwaysfailscustomers",negative
"@USAirways Stuck in Philadelphia airport for 32 hours due to ""maintenance"". Dreading my flight back home. Disgusting.",negative
“@JetBlue: Our fleet's on fleek. http://t.co/vw2v8GVnGq” 😐😑,negative
@AmericanAir Thank you,neutral
@VirginAmerica You have the best flight attendant ever!!! http://t.co/PxdEL1nq3l,positive
@united hence why I've been asking for the customer service phone number so I can speak to a real person to get this sorted out,negative
"@AmericanAir Trying desperately to rebook my moms flight. Waited 10 hours for callback, got disconnected and they didn’t call back. #help",negative
@SouthwestAir I am going to stop flying with you.  Delays everytime.  This time due to paperwork?,negative
@united ^GJ flight 1101 didn't have wifi even though it was promised to by your ground crew. #AnotherDisappointment,negative
@united my baggage is in shannon now so never mind u can work on giving me some $$$ back now,negative
@united is it possible to add a Known Traveler Number to my ticket after Flight Booking Problems?,neutral
